code,dictEntry,localAbbrev,dictionaryCategoryId,displayKey,sortOrder,isActive
THERE_IS_REASON_TO_SUSPECT_THAT_THE_FORM_WAS_NOT_F,There is reason to suspect that the form was not filled out correctly,Under Inv,77,record.underInvestigation,72300,true
NON_RÉACTIF,Non Réactif,NR,3,,37900,true
NÉGATIF,Négatif,,3,,6300,true
POSITIF,Positif,,3,,6200,true
INDÉTERMINÉ,Indéterminé,,3,,9400,true
POSITIVE,Positive,,117,dict.HIVResult.positive,82000,true
NEGATIVE,Negative,,117,dict.HIVResult.negative,82100,true
INDETERMINATE,Indeterminate,,117,dict.HIVResult.indeterminate,82200,true
REFRIGERATED,Refrigerated,Refrig,137,dictionary.condition.Regrigerated,84000,true
NOT_REFRIGERATED,Not refrigerated,notRefrig,137,dictionary.condition.notRegrigerated,84100,true
FROZEN,Frozen,Frozen,137,dictionary.condition.frozen,84200,true
LEAKED_SAMPLE,Leaked Sample,leaked,137,dictionary.condition.leakedTube,84300,true
BROKEN_TUBES,Broken Tubes,broken,137,dictionary.condition.brokenTube,84400,true
OUEST,Ouest,,157,,86000,true
NORD,Nord,,157,,86100,true
SUD,Sud,,157,,86200,true
ARTIBONITE,Artibonite,,157,,86300,true
SUD_EST,Sud-Est,,157,,86400,true
NORD'OUEST,Nord'Ouest,,157,,86500,true
CENTRE,Centre,,157,,86600,true
GRAND'ANSE,Grand'Anse,,157,,86700,true
NORD'EST,Nord'Est,,157,,86800,true
NIPPES,Nippes,,157,,86900,true
HEMOLYSIS,Hemolysis,Hemo,137,dictionary.condition.hematolysis,87000,true
COAGULATED,Coagulated,Coag,137,dictionary.condition.coagulated,87100,true
INSUFFIENT_AMOUNT,Insuffient Amount,Insuff,137,dictionary.condition.insufficient,87200,true
CONTAMINATED,Contaminated,Contamin,137,dictionary.condition.contaminated,87300,true
INADEQUATE_SAMPLING,Inadequate Sampling,Inadequ,137,dictionary.condition.inadequate,87400,true
OVERTURNED_SAMPLE,Overturned Sample,Overturned,137,dictionary.condition.overturned,87500,true
OTHER,Other,Other,137,dictionary.condition.other,87600,true
SAMPLE_WITHOUT_FORM,Sample without Form,NoForm,137,dictionary.condition.sampleNoForm,87700,true
FORM_WITHOUT_SAMPLE,Form without Sample,NoSample,137,dictionary.condition.formNoSample,87800,true
COULEUR:_MARRON,Couleur: Marron,,3,dict.color.brown,88000,true
COULEUR:_JAUNÂTRE,Couleur: Jaunâtre,,3,dict.color.yellowish,88100,true
COULEUR:_VERDATRE,Couleur: Verdatre,,3,dict.color.greenish,88200,true
COULEUR:_BLANCHÂTRE,Couleur: Blanchâtre,,3,dict.color.whitish,88300,true
CONSISTANCE:_MOLLE,Consistance: molle,,3,dict.consistency.soft,88400,true
CONSISTANCE:_GLAIREUSE,Consistance: glaireuse,,3,dict.consistency.slimy,88500,true
CONSISTANCE:_PÂTEUSE,Consistance: pâteuse,,3,dict.consistency.pasty,88600,true
CONSISTANCE:_FERME,Consistance: ferme,,3,dict.consistency.firm,88700,true
CONSISTANCE:_LIQUIDE,Consistance: liquide,,3,dict.consistency.liquid,88800,true
CONSISTANCE:_SEMI_LIQUIDE,Consistance: semi-liquide,,3,dict.consistency.semiliquid,88900,true
RARE,Rare,,,,90000,true
OXALATE_DE_CA,Oxalate de Ca,,,,98000,true
PHOSPHATE_AMORPHES,Phosphate Amorphes,,,,98100,true
PHOSPHATE_TRIPLES,Phosphate Triples,,,,98200,true
PHOSPHATE_DE_CA,Phosphate de Ca,,,,98300,true
PHOSPHATE_DE_MG,Phosphate de Mg,,,,98400,true
SULFATE_DE_CA,Sulfate de Ca,,,,98500,true
URATES_AMORPHES,Urates Amorphes,,,,98600,true
URATES_D'AMMONIUM,Urates d'Ammonium,,,,98700,true
ACID_URIQUE,Acid Urique,,,,98800,true
INVALIDE,Invalide,,,,100000,true
FR_FR,fr-FR,fr-FR,197,,104000,true
EN_US,en-US,en-US,197,,104100,true
NONE,none,,217,dictionary.education.none,108000,true
PRIMARY,primary,,217,dictionary.education.primary,108100,true
SECONDARY,secondary,,217,dictionary.education.secondary,108200,true
UPPER,upper,,217,dictionary.education.upper,108300,true
SINGLE,single,,218,dictionary.marriage.single,108400,true
MARRIED,married,,218,dictionary.marriage.married,108500,true
LIVINGWITH,livingWith,,218,dictionary.marriage.livingWith,108600,true
DIVORCED,divorced,,218,dictionary.marriage.divorced,108700,true
WIDOWED,widowed,,218,dictionary.marriage.widowed,108800,true
DNA,DNA,,218,dictionary.marriage.DNA,108900,true
IVOIRIAN,Ivoirian,,219,dictionary.nationality.Ivoirian,109000,true
WEST_AFRICAN,West African,,219,dictionary.nationality.african.west,109100,true
AFRICAN,African,,219,dictionary.nationality.african,109200,true
OTHER,other,,219,dictionary.nationality.other,109300,true
PAIDINFULL,paidInFull,,177,dictionary.patient.payment.full,102000,false
PAIDPARTIAL,paidPartial,,177,dictionary.patient.payment.partial,102100,false
PAIDNONE,paidNone,,177,dictionary.patient.payment.none,102200,false
NORMALCASH,normalCash,,177,dictionary.patient.payment.normal.cash,112000,true
REDUCEDCASH,reducedCash,,177,dictionary.patient.payment.reduced.cash,112100,true
NORMALINSURANCE,normalInsurance,,177,dictionary.patient.payment.normal.insurance,112200,true
REDUCEDINSURANCE,reducedInsurance,,177,dictionary.patient.payment.reduced.insurance,112300,true
MEASUREMENT_NOT_AVAILABLE_DUE_TO_TECHNICAL_PROBLEM,Measurement not available due to technical problem. Please submit another sample.,,257,dictionary.reject.result.technical.problem,114000,true
SAMPLE___REQUEST_FORM_NOT___MISIDENTIFIED_._PLEASE,Sample / request form not / misidentified . Please submit another sample.,,257,dictionary.reject.result.form.misidentified,114100,true
SAMPLE___REQUEST_FORM_INCOMPATIBLE_._PLEASE_SUBMIT,Sample / request form incompatible . Please submit another sample.,,257,dictionary.reject.result.form.incompatible,114200,true
FREE_SAMPLE_REQUEST_FORM_OR_VICE_VERSA._PLEASE_SUB,Free sample request form or vice versa. Please submit another sample.,,257,dictionary.reject.result.free.request.form,114300,true
SAMPLE_TRANSPORTED___STORED_INCORRECTLY._PLEASE_SU,Sample transported / stored incorrectly. Please submit another sample.,,257,dictionary.reject.result.stored.incorrectly,114400,true
IDENTIFICATION_OF_IMPROPER_SAMPLE._PLEASE_SUBMIT_A,Identification of improper sample. Please submit another sample.,,257,dictionary.reject.result.identification.improper,114500,true
SAMPLE_WAS_COLLECTED_IN_THE_WRONG_TUBE._PLEASE_SUB,Sample was collected in the wrong tube. Please submit another sample.,,257,dictionary.reject.result.wrong.tube,114600,true
DRACUNCULUS_MEDINENSIS,Dracunculus Medinensis,DRAC MED,38,dictionary.result.Dracunculus_Medinensis,55300,true
INCORRECT_QUANTITY_OF_THE_SAMPLE._PLEASE_SUBMIT_AN,Incorrect quantity of the sample. Please submit another sample.,,257,dictionary.reject.result.incorrect.quantity,114700,true
THE_SAMPLE_RECEIVED_IS_NOT_SUITABLE_FOR_TEST_REQUE,The sample received is not suitable for test requested . Please submit the appropriate sample.,,257,dictionary.reject.result.not.suitable,114800,true
THE_SAMPLE_RECEIVED_IS_COAGULATED_._PLEASE_SUBMIT_,The sample received is coagulated . Please submit another sample.,,257,dictionary.reject.result.coagulated,114900,true
THE_RECEIVED_SAMPLE_WAS_REFRIGERATED_._PLEASE_SUBM,The received sample was refrigerated . Please submit another sample.,,257,dictionary.reject.result.was.referigerated,115000,true
TUBE_RECEIVED_ARRIVED_BROKEN_OR_SPILLED_._PLEASE_S,Tube received arrived broken or spilled . Please submit another sample.,,257,dictionary.reject.result.broken.tube,115100,true
THE_RECEIVED_SAMPLE_IS_HEMOLYZED_._PLEASE_SUBMIT_A,The received sample is hemolyzed . Please submit another sample.,,257,dictionary.reject.result.hemolyzed,115200,true
THE_SAMPLE_IS_CONTAMINATED._PLEASE_SUBMIT_ANOTHER_,The sample is contaminated. Please submit another sample.,,257,dictionary.reject.result.contaminated,115300,true
THE_SAMPLE_RECEIVED_WAS_INSUFFICIENT_VOLUME_._PLEA,The sample received was insufficient volume . Please submit another sample.,,257,dictionary.reject.result.insufficient.volume,115400,true
"FOLLOWING_A_MISTAKE_IN_SAMPLE_INTAKE,_A_NOT_REQUES","Following a mistake in sample intake, a not requested test has been scheduled but not executed.",,257,dictionary.reject.result.mistake.not.executed,115500,true
PLEASE_SUBMIT_ANOTHER_SAMPLE._NEED_TO_RE_TEST_.,Please submit another sample. Need to re-test .,,257,dictionary.reject.result.re-test,115600,true
THE_SAMPLE_RECEIVED_IS_JAUNDICED._PLEASE_SUBMIT_AN,The sample received is jaundiced. Please submit another sample.,,257,dictionary.reject.result.jaundiced,115233,true
THE_SAMPLE_RECEIVED_IS_LIPEMIC._PLEASE_SUBMIT_ANOT,The sample received is lipemic. Please submit another sample.,,257,dictionary.reject.result.lipemic,115266,true
OTHER.,Other.,,257,dictionary.reject.result.other,116200,true
ROUTINE_TESTING,Routine Testing,Routine,277,dictionary.program.routine,10,true
HIV_PROGRAM___INITIAL_VISIT,HIV Program - Initial Visit,Initial Visit,277,dictionary.program.initial,20,true
HIV_PROGRAM_FOLLOW_UP,HIV Program Follow up,Follow up,277,dictionary.program.followUp,30,true
P51,P51,P51,38,dictionary.result.P51,64100,true
FILAMENT_MYCELIUM,Filament Mycelium,MYCELIUM,38,dictionary.result.Filament_Mycelium,66300,true
LEVURES_BOURGEONNANTE,Levures bourgeonnante,BOURGEON,38,dictionary.result.Levures_bourgeonnante,68000,true
TRACE,Trace,TRACE,38,dictionary.result.Trace,50200,true
AB,AB,AB,38,dictionary.result.AB,50400,true
WUCHERIA_BANCROFTI,Wucheria Bancrofti,WUCH BANC,38,dictionary.result.Wucheria_Bancrofti,50600,true
MANZONELLA_OZARDI,Manzonella Ozardi,MANZ OZ,38,dictionary.result.Manzonella_Ozardi,50700,true
FORME_TROPHOZOITE,Forme trophozoite,F TROPH,38,dictionary.result.Forme_trophozoite,50800,true
FORME_GAMETOCYTE,Forme Gametocyte,F GAM,38,dictionary.result.Forme_Gametocyte,50900,true
FORME_SHIZOGONIQUE,Forme Shizogonique,F SHIZ,38,dictionary.result.Forme_Shizogonique,51000,true
INTERMEDIARE,Intermediare,INTER,38,dictionary.result.Intermediare,51100,true
EN_AMAS,En Amas,AMAS,38,dictionary.result.En_Amas,51600,true
LIQUIDE,Liquide,LIQU,38,dictionary.result.Liquide,51700,true
DIARRHEIQUE,Diarrheique,DIAR,38,dictionary.result.Diarrheique,51800,true
MOLLE,Molle,MOLL,38,dictionary.result.Molle,51900,true
MOULÉE,Moulée,MOUL,38,dictionary.result.Moulee,52100,true
DURE,Dure,DURE,38,dictionary.result.Dure,52200,true
ISOSPORA_BELLI,Isospora Belli,ISO BELLI,38,dictionary.result.Isospora_Belli,52300,true
CRYPTOSPORIDIUM_PARVUM,Cryptosporidium Parvum,CRYP PARV,38,dictionary.result.Cryptosporidium_Parvum,52400,true
CRYPTOSPORIDIUM_CAYETANENSIS,Cryptosporidium Cayetanensis,CRYP CAY,38,dictionary.result.Cryptosporidium_Cayetanensis,52500,true
CYCLOSPORA,Cyclospora,CYCLOSPORA,38,dictionary.result.Cyclospora,52600,true
CRYPTOSPORIDIUM_CANUM,Cryptosporidium canum,CRYP CANUM,38,dictionary.result.Cryptosporidium_canum,52700,true
TOXOPLASMA_GONDII,Toxoplasma Gondii,TOX GONDII,38,dictionary.result.Toxoplasma_Gondii,52800,true
CRYPTOSPORIDIUM_ANDERSONI,Cryptosporidium andersoni,CRYP ANDE,38,dictionary.result.Cryptosporidium_andersoni,52900,true
CRYPTOSPORIDIUM_BAILEY,Cryptosporidium bailey,CRYP BAIL,38,dictionary.result.Cryptosporidium_bailey,53100,true
CRYPTOSPORIDIUM_CANIS,Cryptosporidium canis,CRYP CANIS,38,dictionary.result.Cryptosporidium_canis,53200,true
CRYPTOSPORIDIUM_FELIS,Cryptosporidium felis,CRYP FELIS,38,dictionary.result.Cryptosporidium_felis,53300,true
CRYPTOSPORIDIUM_GALLI,Cryptosporidium galli,CRYP GALLI,38,dictionary.result.Cryptosporidium_galli,53400,true
CRYPTOSPORIDIUM_HOMINIS,Cryptosporidium hominis,CRYP HOMIN,38,dictionary.result.Cryptosporidium_hominis,53500,true
CRYPTOSPORIDIUM_MELEAGRIDIS,Cryptosporidium meleagridis,CRYP MELEA,38,dictionary.result.Cryptosporidium_meleagridis,53600,true
CRYPTOSPORIDIUM_MURIS,Cryptosporidium muris,CRYP MURIS,38,dictionary.result.Cryptosporidium_muris,53700,true
CRYPTOSPORIDIUM_SAUROPHILUM,Cryptosporidium saurophilum,CRYP SAUR,38,dictionary.result.Cryptosporidium_saurophilum,53800,true
CRYPTOSPORIDIUM_SERPENTIS,Cryptosporidium serpentis,CRYP SERP,38,dictionary.result.Cryptosporidium_serpentis,53900,true
CRYPTOSPORIDIUM_WRAIRI,Cryptosporidium wrairi,CRYP WRAIR,38,dictionary.result.Cryptosporidium_wrairi,54000,true
TRES_POSITIVE,Tres Positive,TRES POS,38,dictionary.result.Tres_Positive,54100,true
POSITIF,Positif,POSITIF,38,dictionary.result.Positif,54200,true
FAIBLEMENT_POSITIF,Faiblement Positif,F POS,38,dictionary.result.Faiblement_Positif,54300,true
NEGATIF,Negatif,NEG,38,dictionary.result.Negatif,54400,true
NORMAL,Normal,NORM,38,dictionary.result.Normal,54500,true
ANORMAL,Anormal,ANORM,38,dictionary.result.Anormal,54600,true
ASCARIS_LUMBRICOIDES,Ascaris Lumbricoides,ASC LUMB,38,dictionary.result.Ascaris_Lumbricoides,54700,true
ENTEROBIUS_VERMICULARIS,Enterobius Vermicularis,ENT VERM,38,dictionary.result.Enterobius_Vermicularis,54800,true
NECATOR_AMERICANUS,Necator Americanus,NEC AM,38,dictionary.result.Necator_Americanus,54900,true
ANCYCLOSTOMA_DUODENALE,Ancyclostoma Duodenale,ANC DU,38,dictionary.result.Ancyclostoma_Duodenale,55000,true
TRICHNELLA_SPIRALIS,Trichnella Spiralis,TRICH SPIR,38,dictionary.result.Trichnella_Spiralis,55100,true
TOXOCARA_CANIS,Toxocara Canis,TOX CAN,38,dictionary.result.Toxocara_Canis,55200,true
ENTAMOEBA_HISTOLITICA,Entamoeba Histolitica,ENT HIST,38,dictionary.result.Entamoeba_Histolitica,55400,true
ENTAMOEBA_COLI,Entamoeba Coli,ENT COLI,38,dictionary.result.Entamoeba_Coli,55500,true
IODAMOEBA,Iodamoeba,IODAMOEBA,38,dictionary.result.Iodamoeba,55600,true
GIARDIA,Giardia,GIARDIA,38,dictionary.result.Giardia,55700,true
LAMBLIA,Lamblia,LAMBLIA,38,dictionary.result.Lamblia,55800,true
TRICHOMONAS_INTESTINALIS,Trichomonas Intestinalis,TRICH INT,38,dictionary.result.Trichomonas_Intestinalis,55900,true
TROUBLE,Trouble,TROUBLE,38,dictionary.result.Trouble,56000,true
POSITIF_++,Positif (++),++,38,dictionary.result.Positif_(++),51300,true
POSITIF_+++,Positif (+++),+++,38,dictionary.result.Positif_(+++),51400,true
POSITIF_++++,Positif (++++),++++,38,dictionary.result.Positif_(++++),51500,true
CLAIR,Clair,CLAIR,38,dictionary.result.Clair,56100,true
LIPEMIQUE,lipemique,LIPEMIQUE,38,dictionary.result.lipemique,56200,true
ICTERIQUE,icterique,ICTERIQUE,38,dictionary.result.icterique,56300,true
AUTRE,Autre,AUTRE,38,dictionary.result.Autre,56400,true
INDETERMINÉ,Indeterminé,IND,38,dictionary.result.Indetermine,56500,true
JAUNE_PAILLE,Jaune Paille,JAU PAI,38,dictionary.result.Jaune_Paille,56600,true
JAUNE_CITRIN,Jaune Citrin,JAU CIT,38,dictionary.result.Jaune_Citrin,56700,true
JAUNE_FONCEE,Jaune Foncee,JAU FONC,38,dictionary.result.Jaune_Foncee,56800,true
ROUGE,Rouge,ROUG,38,dictionary.result.Rouge,56900,true
MARRON,Marron,MARR,38,dictionary.result.Marron,57000,true
FONCE,Fonce,FONCE,38,dictionary.result.Fonce,57100,true
GRANULEUX,Granuleux,GRAN,38,dictionary.result.Granuleux,57200,true
CIREUX,Cireux,CIREUX,38,dictionary.result.Cireux,57300,true
O+,O+,O,38,dictionary.result.O+,50500,true
HYALIN,Hyalin,HYALIN,38,dictionary.result.Hyalin,57400,true
POSITIF_+,Positif (+),+,38,dictionary.result.Positif_(+),51200,true
ENTAMOEBA_HARTMANI,Entamoeba Hartmani,ENT HART,38,dictionary.result.Entamoeba_Hartmani,57500,true
ENDOLIMAX_NANA,Endolimax Nana,END NANA,38,dictionary.result.Endolimax_Nana,57600,true
DIENTAMOEBA_FRAGILIS,Dientamoeba Fragilis,DIEN FRAG,38,dictionary.result.Dientamoeba_Fragilis,57700,true
CHILOMASTIX_MESNILI,Chilomastix Mesnili,CHIL MES,38,dictionary.result.Chilomastix_Mesnili,57800,true
BALANTIDIUM_COLI,Balantidium Coli,BAL COLI,38,dictionary.result.Balantidium_Coli,57900,true
ANKYLOSTOME_DUODENALE,Ankylostome Duodenale,ANK DUO,38,dictionary.result.Ankylostome_Duodenale,58000,true
GP120,GP120,GP120,38,dictionary.result.GP120,62000,true
P31,P31,P31,38,dictionary.result.P31,62100,true
GP41,GP41,GP41,38,dictionary.result.GP41,60200,true
P24,P24,P24,38,dictionary.result.P24,64200,true
P17,P17,P17,38,dictionary.result.P17,62200,true
LEUCOCYTAIRE,Leucocytaire,LEUCOCYTA,38,dictionary.result.Leucocytaire,66500,true
HEMATIQUE,Hematique,HEMATIQUE,38,dictionary.result.Hematique,66600,true
FORME_GAMETOCYTE_+,Forme Gametocyte +,F GAM +,38,dictionary.result.Forme_Gametocyte_+,66700,true
FORME_GAMETOCYTE_++,Forme Gametocyte ++,F GAM ++,38,dictionary.result.Forme_Gametocyte_++,66800,true
FORME_GAMETOCYTE_+++,Forme Gametocyte +++,F GAM +++,38,dictionary.result.Forme_Gametocyte_+++,66900,true
FORME_TROPHOZOITE_+,Forme Trophozoite +,FT +,38,dictionary.result.Forme_Trophozoite_+,67000,true
FORME_TROPHOZOITE_++,Forme Trophozoite ++,FT ++,38,dictionary.result.Forme_Trophozoite_++,67100,true
FORME_TROPHOZOITE_+++,Forme Trophozoite +++,FT +++,38,dictionary.result.Forme_Trophozoite_+++,67200,true
FORME_SCHIZOGONIQUE_+,Forme Schizogonique +,F SCH +,38,dictionary.result.Forme_Schizogonique_+,67300,true
FORME_SCHIZOGONIQUE_++,Forme Schizogonique ++,F SCH ++,38,dictionary.result.Forme_Schizogonique_++,67400,true
FORME_SCHIZOGONIQUE_+++,Forme Schizogonique +++,F SCH +++,38,dictionary.result.Forme_Schizogonique_+++,67500,true
VERDATRE,Verdatre,VERDATRE,38,dictionary.result.Verdatre,68100,true
FILAMENT_MYCELIUM_+,filament mycelium +,FIL MYC +,38,dictionary.result.filament_mycelium_+,68200,true
FILAMENT_MYCELIUM_++,Filament Mycelium ++,FIL MYC ++,38,dictionary.result.Filament_Mycelium_++,68300,true
FILAMENT_MYCELIUM_+++,Filament Mycelium +++,FIL MYC+++,38,dictionary.result.Filament_Mycelium_+++,68700,true
LEVURES_BOURGEONNANTE_+,Levures Bourgeonnante +,BOURG +,38,dictionary.result.Levures_Bourgeonnante_+,68800,true
LEVURES_BOURGENNANTE_++,Levures Bourgennante ++,BOURG ++,38,dictionary.result.Levures_Bourgennante_++,68900,true
LEVURES_BOURGEONNANTE_+++,Levures Bourgeonnante +++,BOURG +++,38,dictionary.result.Levures_Bourgeonnante_+++,69000,true
1_40,1/40,1/40,38,dictionary.result.1/40,70000,true
1_80,1/80,1/80,38,dictionary.result.1/80,70100,true
1_160,1/160,1/160,38,dictionary.result.1/160,70200,true
1_320,1/320,1/320,38,dictionary.result.1/320,70300,true
SANGUILANT,Sanguilant,SANGUILANT,38,dictionary.result.Sanguilant,74000,true
ROUGEATRE,Rougeatre,ROUGEATRE,38,dictionary.result.Rougeatre,74100,true
JAUNATRE,Jaunatre,JAUNATRE,38,dictionary.result.Jaunatre,74200,true
ABSENCE,Absence,ABSENCE,38,dictionary.result.Absence,74400,true
A+,A+,,38,dictionary.result.A+,50000,true
B+,B+,B,38,dictionary.result.B+,50300,true
A_,A-,A-,38,dictionary.result.A-,76000,true
B_,B-,B-,38,dictionary.result.B-,76100,true
O_,O-,O-,38,dictionary.result.O-,76200,true
SPORES,Spores,SPORES,38,dictionary.result.Spores,78000,true
LEVURES_SIMPLE,Levures Simple,LEVURES S,38,dictionary.result.Levures_Simple,78300,true
ONCHOCERA_VOLVULUS,Onchocera Volvulus,ONCH VOLV,38,dictionary.result.Onchocera_Volvulus,78500,true
LOA_LOA,Loa Loa,LOA LOA,38,dictionary.result.Loa_Loa,78600,true
PRÉSENCE,Présence,PRESENCE,38,dictionary.result.Presence,74300,true
POSITIF_VIH_1,Positif VIH 1,,38,dictionary.result.Positif_VIH_1,106000,true
POSITIF_VIH_2,Positif VIH 2,,38,dictionary.result.Positif_VIH_2,106100,true
INDETERMINE,Indetermine,,38,dictionary.result.Indetermine,106300,true
POSITIF_+,Positif +,,38,dictionary.result.Positif_+,110000,true
POSITIF_++,Positif ++,,38,dictionary.result.Positif_++,110100,true
POSITIF_+++,Positif +++,,38,dictionary.result.Positif_+++,110200,true
NÉGATIF,Négatif,,38,dictionary.result.Negatif,110300,true
INDÉTERMINÉ,Indéterminé,,38,dictionary.result.Indetermine,110400,true
POSITIF_VIH1,Positif VIH1,,38,dictionary.result.Positif_VIH1,110500,true
POSITIFVIH2,PositifVIH2,,38,dictionary.result.PositifVIH2,110600,true
POSITIF_VIH1_ET_VIH2,Positif VIH1 et VIH2,,38,dictionary.result.Positif_VIH1_et_VIH2,110700,true
POSITIF_VIH2,Positif VIH2,,38,dictionary.result.Positif_VIH2,110800,true
POSITIF_HIV1,Positif HIV1,,38,dictionary.result.Positif_HIV1,110900,true
POSITIF_VIH_1_ET_2,Positif VIH 1 et 2,,38,dictionary.result.Positif_VIH_1_et_2,106200,true
1___PCR_TO_CONFIRM_FIRST_POSITIVE_PCR_TEST_RESULT,1 - PCR to confirm first Positive PCR test result,confirmPCR,258,EID.confirmationPCR,88200,true
1_=_AZT_+_NVP,1 = AZT + NVP,infaztNVP,281,EID.infantAztNvp,91800,true
1_=_EXCLUSIVLY_BREASTFEEDING,1 = Exclusivly Breastfeeding,olyBrstFed,278,EID.onlyBreastfeeding,90400,true
1_=_HIV_1,1 = HIV-1,eidHiv1,279,EID.hiv1,90900,true
1_=_NVP,1 = NVP,eidNVP,280,EID.nvp,91400,true
1_=_VACCINATION,1 = Vaccination,vaccinatn,287,EID.vaccination,90000,true
1ST_LINE,1st Line,line1,158,arvRegime.firstLine,74400,true
2___PCR_SIX_WEEKS_AFTER_STOPPING_BREASTFEEDING,2 - PCR six weeks after stopping breastfeeding,sixWeekPCR,258,EID.sixWeeksPCR,88300,true
2_=_AZT_+_NVP_+_3TC,2 = AZT + NVP + 3TC,eid.aztNvp,280,EID.aztNvp,91500,true
2_=_HIV_2,2 = HIV-2,ediHiv2,279,EID.hiv2,91000,true
2_=_MIXED_FEEDING,2 = Mixed Feeding,mixedFed,278,EID.mixedfeeding,90500,true
2_=_NVP_SINGLE_DOSE,2 = NVP Single Dose,nvpSingle,281,EID.nvpSingleDose,91900,true
2_=_PEDIATRICIAN,2 = Pediatrician,pediatricn,287,EID.pediatrician,90100,true
2ND_LINE,2nd Line,line2,158,arvRegime.secondLine,74500,true
3___PCR_AFTER_INDETERMINATE_RESULT,3 - PCR after indeterminate result,indeterPCR,258,EID.indeterminatePCR,88400,true
3_=_DIETITIAN,3 = Dietitian,dietitian,287,EID.dietitian,90200,true
3_=_HAART,3 = HAART,eid.haart,280,EID.haart,91600,true
3_=_NEVER_BREASTFED,3 = Never breastfed,nvrBrstfd,278,EID.neverBreastfed,90600,true
3_=_OTHER,3 = Other,infARVOthr,281,EID.infantARVOther,92000,true
3RD_LINE,3rd Line,line3,158,arvRegime.thirdLine,74600,true
4_=_OTHERSPECIFY,4 = Other(Specify),otherSpcfy,287,EID.otherSpecify,90300,true
4_=_STOPPED_BREASTFEEDING_LESS_THAN_6_WEEKS_AGO,4 = Stopped breastfeeding Less than 6 weeks ago,Brstfedlt6,317,EID.stoppedBreastfedless6weeks,90700,true
5_=_STOPPED_BREASTFEEDING_MORE_THAN_6_WEEKS_AGO,5 = Stopped breastfeeding More than 6 weeks ago,Brstfedmt6,317,EID.stoppedBreastfedmore6weeks,90800,true
7___NOT_APPLICABLE_FOR_FIRST_PCR_TEST,7 - Not Applicable for First PCR Test,nonAppPCR,258,EID.nonApplicablePCR,88500,true
9_=_INCONCLUSIVE,9 = Inconclusive,inconclsve,279,EID.inconclusive,91300,true
A_COUGH_LASTING_MORE_THAN_A_MONTH?,A cough lasting more than a month?,cough,244,diseases.RTN.cough,78300,true
A_DIARRHEA_LASTING_MORE_THAN_A_MONTH?,A diarrhea lasting more than a month?,diarrhea,244,diseases.RTN.diarrhea,78100,true
A_FEVER_LASTING_MORE_THAN_A_MONTH?,A fever lasting more than a month?,fever,244,diseases.RTN.fever,78200,true
ACONDA_REQUEST,ACONDA Request,ACONDA,297,special.request.reason.ACONDA,100300,true
ADIAZINE®_SULFADIAZINE_+_PYRIMETHAMINE_+_FOLINIC_A,Adiazine® (Sulfadiazine) + pyrimethamine + folinic acid,adiPyrFolA,240,arvProphyl.adiazinePyrimethamineFolinicAcid,72200,true
AES_FR_AIDS_PROPHYLAXIS,AES (FR) (AIDs Prophylaxis),AES,83,prophylaxis.AES,65700,true
AIDS_STAGE_A_ADULT,AIDS Stage A (Adult),AIDSStgA-A,84,AIDSStage.adultA,65900,true
AIDS_STAGE_A_INFANT,AIDS Stage A (Infant),AIDSStgA-I,84,AIDSStage.infantA,66300,true
AIDS_STAGE_B_ADULT,AIDS Stage B (Adult),AIDSStgB-A,84,AIDSStage.adultB,66000,true
AIDS_STAGE_B_INFANT,AIDS Stage B (Infant),AIDSStgB-I,84,AIDSStage.infantB,66400,true
AIDS_STAGE_C_ADULT,AIDS Stage C (Adult),AIDSStgC-A,84,AIDSStage.adultC,66100,true
AIDS_STAGE_C_INFANT,AIDS Stage C (Infant),AIDSStgC-I,84,AIDSStage.infantC,66500,true
AIDS_STAGE_N_INFANT,AIDS Stage N (Infant),AIDSStgN-I,84,AIDSStage.infantN,66200,true
ANOTHER_NATIONALITY,another nationality,other,79,nationality.Other,76000,true
ANPHOTERICINE_B,Anphotericine B,anphoterB,242,arvProphyl.anphotericineB,72300,true
CACHEXIA?,Cachexia?,cachexie,178,diseases.RTN.cachexia,79300,true
CEREBRAL_TOXOPLAMOSIS_:_DEMOGRAPHIC_ANSWER_TO_AVR_,Cerebral Toxoplamosis : Demographic Answer to AVR disease question,CrblToxo,82,disease.cerebralToxoplamosis,64800,true
CERVICAL_CANCER_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEAS,Cervical Cancer : Demographic Answer to AVR disease question,CervCancer,82,disease.cervicalCancer,65200,true
CHRONIC_DIARRHEA_:_DEMOGRAPHIC_ANSWER_TO_ARV_DISEA,Chronic Diarrhea : Demographic Answer to ARV disease question,DiarrheaC,82,disease.diarrhea,94000,true
COLLEGE_OR_UNIVERSITY,College or University,PostSecond,240,education.postSecondary,62300,true
CRYOPTOCOCCAL_MENINGITIS_:_DEMOGRAPHIC_ANSWER_TO_A,Cryoptococcal Meningitis : Demographic Answer to AVR disease question,CryptoMen,82,disease.cryoptococcalMeningitis,64900,true
CRYPTOCOCCUS_MENINGITIS?,cryptococcus meningitis?,cryptoMen,244,diseases.RTN.cryptococcusMeningitis,78700,true
D_=_HIV_1+2,D = HIV 1+2,eidHivd,279,EID.hivD,91100,true
